rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,Columbia,1,-1,1,209723,Harry Styles,['pop'],As It Was,International
2,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,1,13,165953,Anna Zak,['israeli pop'],לך לישון,Israeli
3,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,2,11,146879,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
4,spotify:track:4DgyTAwiSJsT5u5EljsImB,"Noa Kirel, Itay Galo",פעמון,Noa Kirel / Itay Galo under exclusive license to NMC United Entertainment Ltd.,4,6,3,146057,Noa Kirel,['israeli pop'],פעמון,Israeli
5,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,4,4,17,140740,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
6,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,3,9,140730,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
7,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,5,62,135449,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels),International
8,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,1,7,23,117523,Imagine Dragons,"['modern rock', 'pop', 'rock']",Mercury - Act 1,International
9,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,8,16,114812,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
10,spotify:track:70Vsir4Wan3TrEzGCIZy0l,Eden Hason,ככה כל יום,Mobile1 Music,9,9,8,108362,Eden Hason,['israeli mediterranean'],ככה כל יום,Israeli
11,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,10,33,107252,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167,International
12,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,11,19,104944,אודיה,['israeli pop'],אם הייתי צריכה,Israeli
13,spotify:track:4aqlgwaZNzb94QuHP6y58X,"Omer Adam, Static & Ben El",לכאורה,P.A.I LTD / Gaga Booking,12,12,5,103357,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לכאורה,Israeli
14,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,15,20,99149,GAYLE,"['alt z', 'modern alternative pop']",abcdefu,International
15,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,15,16,6,97506,Nunu,['israeli hip hop'],ליבינג דה דרים,Israeli
16,spotify:track:6qi83Ret9Yok9PfZWzmdZk,"בנאל בן ציון, שירז אברהם",חסר/ה לי ברמות,Mobile1 Music,13,13,7,96758,בנאל בן ציון,['israeli pop'],חסר/ה לי ברמות,Israeli
17,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,17,39,93407,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU,International
18,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,18,20,26,91683,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now,International
19,spotify:track:3ZT2YK7nfPXq3xCrlWkgt7,Maya Dadon,חוץ ממך,Icon Artist Management under exclusive license to D-Music,2,14,11,90673,Maya Dadon,['israeli pop'],חוץ ממך,Israeli
20,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,19,19,10,90071,Elley Duhé,['alt z'],MIDDLE OF THE NIGHT,International
21,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,21,37,86461,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
22,spotify:track:7xluxbbxxQ8ovB6xrJUlim,"Elai Botner, Avraham Aviv Alush",הכי קרוב אלייך,NMC United Entertainment Ltd.,20,22,87,85021,Elai Botner,['israeli pop'],הכי קרוב אלייך,Israeli
23,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,18,40,84941,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים,Israeli
24,spotify:track:7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,31,23,84697,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
25,spotify:track:5ezFz6Jwn7l40kIGAP4zmL,Eyal Golan,בזמן האחרון,Liam Productions under exclusive license to D-Music,25,-1,1,82633,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",קצת שמח קצת עצוב,Israeli
26,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,6,28,41,78132,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
27,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,25,25,16,77982,Tiësto,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",The Motto,International
28,spotify:track:4OuoS8NAur7tj6rMDpTVjJ,Maya Dadon,כמו שאני,Icon Artist Management under exclusive license to D-Music,28,110,2,77727,Maya Dadon,['israeli pop'],כמו שאני,Israeli
29,spotify:track:4F5i9rkN4DBMysvhzzEHoh,"Eden Ben Zaken, Eden Hason",פילטרים יפים,Sarit Productions LTD / A.M Music Productions LTD under exclusive license to D-Music,15,27,18,77502,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",פילטרים יפים,Israeli
30,spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,Atlantic Records,17,23,18,76523,Jaymes Young,['indie poptimism'],Feel Something,International
31,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,29,41,76287,Narkis,['israeli pop'],הולכת איתך,Israeli
32,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,14,26,30,75909,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
33,spotify:track:2Xr1dTzJee307rmrkt8c0g,CKay,love nwantiti (ah ah ah),Chocolate City Music,4,32,29,75169,CKay,"['afro r&b', 'afrobeats']",CKay The First,International
34,spotify:track:0QBzMgT7NIeoCYy3sJCof1,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,30,39,5,75008,Camila Cabello,"['dance pop', 'pop']",Bam Bam (feat. Ed Sheeran),International
35,spotify:track:66iaD8MCoVnBtqUhuzdglT,Ran Danker,בית משוגעים,NMC United Entertainment Ltd.,1,38,57,74059,Ran Danker,"['festigal', 'israeli pop']",בית משוגעים,Israeli
36,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,30,82,73961,Marina Maximilian,['israeli pop'],ביחד,Israeli
37,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,37,18,72229,Jasmin Moallem,['israeli pop'],יחפים,Israeli
38,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch,Atlantic Records,33,33,11,72218,Charlie Puth,"['pop', 'viral pop']",Light Switch (Instrumental),International
39,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,34,25,69286,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",30,International
40,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,13,36,31,69160,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",The Lockdown Sessions,International
41,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,46,76,68454,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
42,spotify:track:1ZEsqzNBQqyC7VLRTUDopj,"Mor, Avi Aburomi",חצי שלי,2022 Avi Aburomi & Sarit Productions BY PIL LTD,40,40,2,67458,Mor,['israeli pop'],חצי שלי,Israeli
43,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,52,93,66510,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
44,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,Columbia,18,41,29,66500,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
45,spotify:track:6SuC1LItQ9V9SjET2EvvtD,"Agam Buhbut, Shahar Saul",באתי להציל אותך,2021 ZI Productions BY PIL LTD,11,24,23,66330,Agam Buhbut,['israeli mediterranean'],באתי להציל אותך,Israeli
