rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,1,11,363362,Kfir Tsafrir,['israeli trap'],פחד אלוהים,Israeli
2,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,2,22,276174,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים,Israeli
3,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,3,8,269743,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא,Israeli
4,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,4,15,241126,ששון איפרם שאולוב,['israeli pop'],בואי נדבר,Israeli
5,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,5,7,231882,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר,Israeli
6,spotify:track:16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,6,6,6,215505,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים,Israeli
7,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,9,35,196595,Jasmin Moallem,['israeli pop'],אין עולם,Israeli
8,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,8,22,191650,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים,Israeli
9,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,11,34,184832,Osher Cohen,['israeli mediterranean'],Part II,Israeli
10,spotify:track:6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,7,12,176956,סטילה,['israeli hip hop'],חרבו דרבו,Israeli
11,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,10,24,174155,יגל אושרי,['israeli pop'],לצאת מדיכאון,Israeli
12,spotify:track:3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,11,12,16,153944,ששון איפרם שאולוב,['israeli pop'],כשיגמר לכם הקיץ,Israeli
13,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,13,113,148636,Jasmin Moallem,['israeli pop'],יחפים,Israeli
14,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,15,34,147710,Osher Cohen,['israeli mediterranean'],Part II,Israeli
15,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,14,25,141063,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT,Israeli
16,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,16,37,127770,Doli & Penn,['israeli pop'],לאהוב אותך כל יום,Israeli
17,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,17,20,127040,Tate McRae,['pop'],greedy,International
18,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,21,111,119513,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
19,spotify:track:5zdau2dtmOUHF3CJ3odKfb,ששון איפרם שאולוב,נתראה בגלגול הבא,Mobile1 Music,19,22,12,118363,ששון איפרם שאולוב,['israeli pop'],נתראה בגלגול הבא,Israeli
20,spotify:track:3yqs30JY1zriDdlN2di2gI,"ששון איפרם שאולוב, Odeya",הדם שלי,Mobile1 Music,20,79,2,117016,ששון איפרם שאולוב,['israeli pop'],הדם שלי,Israeli
