rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,1,8,225573,Harry Styles,['pop'],Harry's House,International
2,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,3,18,148232,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
3,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,2,4,24,138718,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
4,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,6,20,122265,Anna Zak,['israeli pop'],לך לישון,Israeli
5,spotify:track:2FeBslNBMdR9V58uv6hd2t,Kendrick Lamar,N95,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,2,2,2,122186,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Mr. Morale & The Big Steppers,International
6,spotify:track:1PckUlxKqWQs3RlWXVBLw3,Lizzo,About Damn Time,Nice Life/Atlantic,6,9,4,119025,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",About Damn Time,International
7,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,7,-1,1,116245,Harry Styles,['pop'],Harry's House,International
8,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,8,69,111063,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels),International
9,spotify:track:4N8FwcfRTju02qsgn9Mcl8,Eden Hason,בואי נישן על זה,Mobile1 Music,9,14,6,110100,Eden Hason,['israeli mediterranean'],בואי נישן על זה,Israeli
10,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,12,16,103643,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
11,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,9,15,13,102275,Nunu,['israeli hip hop'],ליבינג דה דרים,Israeli
12,spotify:track:4DgyTAwiSJsT5u5EljsImB,"Noa Kirel, Itay Galo",פעמון,Noa Kirel / Itay Galo under exclusive license to NMC United Entertainment Ltd.,4,11,10,101493,Noa Kirel,['israeli pop'],פעמון,Israeli
13,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,10,23,99558,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
14,spotify:track:4OuoS8NAur7tj6rMDpTVjJ,Maya Dadon,כמו שאני,Icon Artist Management under exclusive license to D-Music,8,16,9,97358,Maya Dadon,['israeli pop'],כמו שאני,Israeli
15,spotify:track:1ZEsqzNBQqyC7VLRTUDopj,"Mor, Avi Aburomi",חצי שלי,2022 Avi Aburomi & Sarit Productions BY PIL LTD,10,18,9,96794,Mor,['israeli pop'],חצי שלי,Israeli
16,spotify:track:7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,26,30,91181,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
17,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,30,26,89119,אודיה,['israeli pop'],אם הייתי צריכה,Israeli
18,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,28,48,88691,Narkis,['israeli pop'],הולכת איתך,Israeli
19,spotify:track:6gI9b2VsoWhjhIuIeToDVs,"Kendrick Lamar, Blxst, Amanda Reifer",Die Hard,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,5,5,2,88382,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Mr. Morale & The Big Steppers,International
20,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,14,23,17,87008,Elley Duhé,['alt z'],MIDDLE OF THE NIGHT,International
21,spotify:track:0wHFktze2PHC5jDt3B17DC,Jack Harlow,First Class,Generation Now/Atlantic,15,19,7,86055,Jack Harlow,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",Come Home The Kids Miss You,International
22,spotify:track:5LYMamLv12UPbemOaTPyeV,Harry Styles,Music For a Sushi Restaurant,Columbia,22,-1,1,85166,Harry Styles,['pop'],Harry's House,International
23,spotify:track:2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,23,36,12,79492,Camila Cabello,"['dance pop', 'pop']",Familia,International
24,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,33,47,78196,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים,Israeli
25,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,18,31,33,77139,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now,International
26,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,32,46,77034,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU,International
27,spotify:track:2iRLLOWJO1aIo376joSWrj,Eden Ben Zaken,WTF,Sarit Productions LTD / Helicon Aroma Music Ltd. under exclusive license to D-Music,27,37,2,76495,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",WTF,International
28,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,24,40,73741,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167,International
29,spotify:track:6uvh0In7u1Xn4HgxOfAn8O,Harry Styles,Matilda,Columbia,29,-1,1,73732,Harry Styles,['pop'],Harry's House,International
30,spotify:track:57BFhpG4Iq4Zgnoz2X6zbT,"Osher Cohen, Nadav Navi Aharoni",חמישי שישי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,30,60,3,72573,Osher Cohen,['israeli mediterranean'],חמישי שישי,Israeli
31,spotify:track:4aqlgwaZNzb94QuHP6y58X,"Omer Adam, Static & Ben El",לכאורה,P.A.I LTD / Gaga Booking,12,40,12,70429,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לכאורה,Israeli
32,spotify:track:70Vsir4Wan3TrEzGCIZy0l,Eden Hason,ככה כל יום,Mobile1 Music,9,45,15,69849,Eden Hason,['israeli mediterranean'],ככה כל יום,Israeli
33,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,49,89,69115,Marina Maximilian,['israeli pop'],ביחד,Israeli
34,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,6,43,48,68994,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
35,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,1,38,30,68946,Imagine Dragons,"['modern rock', 'pop', 'rock']",Mercury - Act 1,International
36,spotify:track:6qi83Ret9Yok9PfZWzmdZk,"בנאל בן ציון, שירז אברהם",חסר/ה לי ברמות,Mobile1 Music,13,47,14,67488,בנאל בן ציון,['israeli pop'],חסר/ה לי ברמות,Israeli
37,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,37,101,3,67346,Full Trunk,['israeli rock'],ממותה,Israeli
38,spotify:track:3i058E8uxTsYqJ5NWZzqSj,Harry Styles,Little Freak,Columbia,38,-1,1,67297,Harry Styles,['pop'],Harry's House,International
39,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,42,27,67150,GAYLE,"['alt z', 'modern alternative pop']",abcdefu,International
40,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,44,44,66566,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
41,spotify:track:51Zw1cKDgkad0CXv23HCMU,Harry Styles,Daylight,Columbia,41,-1,1,65943,Harry Styles,['pop'],Harry's House,International
42,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,14,52,37,65693,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
43,spotify:track:1XGmzt0PVuFgQYYnV2It7A,"Maroon 5, Wiz Khalifa",Payphone,Interscope Records*,5,21,14,64825,Maroon 5,['pop'],Overexposed Track By Track,International
44,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,51,100,64388,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
45,spotify:track:4j6kId9QIqhoXvqHKgSKa0,Harry Styles,Grapejuice,Columbia,45,-1,1,64282,Harry Styles,['pop'],Harry's House,International
46,spotify:track:7xluxbbxxQ8ovB6xrJUlim,"Elai Botner, Avraham Aviv Alush",הכי קרוב אלייך,NMC United Entertainment Ltd.,20,56,94,64163,Elai Botner,['israeli pop'],הכי קרוב אלייך,Israeli
47,spotify:track:66iaD8MCoVnBtqUhuzdglT,Ran Danker,בית משוגעים,NMC United Entertainment Ltd.,1,54,64,63926,Ran Danker,"['festigal', 'israeli pop']",בית משוגעים,Israeli
48,spotify:track:6SuC1LItQ9V9SjET2EvvtD,"Agam Buhbut, Shahar Saul",באתי להציל אותך,2021 ZI Productions BY PIL LTD,11,64,30,63884,Agam Buhbut,['israeli mediterranean'],באתי להציל אותך,Israeli
49,spotify:track:3iJQ54fGO6CyP374UzvDJu,Anna Zak,מי זאת,ITModels under exclusive license to D-Music,49,-1,1,63844,Anna Zak,['israeli pop'],מי זאת,Israeli
50,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,25,53,23,63754,Tiësto,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",The Motto,International
