rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,2,18,249764,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
2,spotify:track:6dUregFbvUNqHP5nphqesK,Noa Kirel,Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,1,5,225926,Noa Kirel,['israeli pop'],Unicorn,International
3,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,3,7,8,194650,Osher Cohen,['israeli mediterranean'],אושר,Israeli
4,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,4,12,192345,Miley Cyrus,['pop'],Endless Summer Vacation,International
5,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,5,38,190945,Benaia Barabi,['israeli mediterranean'],קרן שמש,Israeli
6,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,3,3,10,187683,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),Israeli
7,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,6,19,170262,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי,Israeli
8,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,11,42,162319,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
9,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,9,3,156372,Eden Hason,['israeli mediterranean'],אז מה עכשיו,Israeli
10,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,8,8,18,154650,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
11,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,10,24,148899,Gal Adam,['israeli mediterranean'],משוגעת,Israeli
12,spotify:track:50uspwzqbMxkpyHzMLwUVy,Static,לירז,Mobile1 Music,4,17,7,135667,Static,[],לירז,Israeli
13,spotify:track:6OXv4CrNp3DFRj6Cu1GojJ,Eyal Golan,מתי את חוזרת,Liam Productions under exclusive license to D-Music,13,29,2,135192,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023,Israeli
14,spotify:track:5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,12,12,7,135007,Yonatan Kalimi,['israeli pop'],מי את היום בלעדיי,Israeli
15,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,13,68,130510,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
16,spotify:track:4hTFq8sHEVSDXIxTVe4qHJ,Omer Adam,אני,P.A.I LTD,1,14,16,123162,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",אני,Israeli
17,spotify:track:5I0WaR0LpN4Kn1zwbvd145,"E-Z, Noa Kirel",גושפנקא,Unicell,17,18,16,122418,E-Z,['israeli hip hop'],אייקון,Israeli
18,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,16,46,115914,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
19,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,19,17,114663,SZA,"['pop', 'r&b', 'rap']",SOS,International
20,spotify:track:5edYMsNo852Zw29Qni9p8t,Noam Bettan,בובה,Zaav Music / Noam Bettan under exclusive license to D-Music,20,41,13,111938,Noam Bettan,['israeli pop'],מעל המים,Israeli
21,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,24,34,108860,Noa Kirel,['israeli pop'],פנתרה,Israeli
22,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,25,53,105640,Harry Styles,['pop'],Harry's House,International
23,spotify:track:6clAq1cGO4PYimAmzelTmL,Shira Margalit,אחותי כבר לא סובלת אותך,Anana Ltd,12,34,19,105199,Shira Margalit,['israeli pop'],אחותי כבר לא סובלת אותך,Israeli
24,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,15,15,7,104116,Static,[],לירז,Israeli
25,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,23,32,103573,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue),International
26,spotify:track:6JaYJTrZMTlITIKWaGGY6h,Balishag,גנזב,2023 OY productions By PIL LTD,26,27,5,102552,Balishag,[],גנזב,Israeli
27,spotify:track:4oI6mGaEBPrYDS4TP3rSvG,Odeya,פסיכולוגית,Helicon Aroma Music Ltd.,27,95,2,101983,אודיה,['israeli pop'],האמת,Israeli
28,spotify:track:4py8ddBPFRTYqL3vbh2FXq,"Static, Agam Buhbut",טרנטולה,Mobile1 Music,28,39,6,101363,Static,[],לירז,Israeli
29,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,36,48,99122,Full Trunk,['israeli rock'],ממותה,Israeli
30,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,30,26,98372,Avraham Tal,['israeli pop'],את חסרה לי & אורות,Israeli
31,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,10,28,18,97655,Metro Boomin,['rap'],HEROES & VILLAINS,International
32,spotify:track:48foShYuWKW4geyIU4RRkS,Odeya,רק אותך אהבתי,Helicon Aroma Music Ltd.,26,26,4,97313,אודיה,['israeli pop'],האמת,Israeli
33,spotify:track:2gpNRdJs3Sy5GI1G7pTgbZ,"Odeya, Noa Kirel",מאמי,Helicon Aroma Music Ltd.,5,22,16,93021,אודיה,['israeli pop'],האמת,Israeli
34,spotify:track:2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,33,33,135,92334,Tuna,"['israeli hip hop', 'israeli pop']",טונהפארק,Israeli
35,spotify:track:6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,35,195,2,90450,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023,Israeli
36,spotify:track:6kVmhOoBlMEH3WdxrLhjFB,"Static, Eden Ben Zaken",הפשע המושלם,Mobile1 Music,25,38,7,90294,Static,[],לירז,Israeli
37,spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,29,42,30,89671,Rema,"['afrobeats', 'nigerian pop']",Calm Down (with Selena Gomez),International
38,spotify:track:6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,27,31,8,88403,Osher Cohen,['israeli mediterranean'],אושר,Israeli
39,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,4,32,28,87891,Sam Smith,"['pop', 'uk pop']",Gloria,International
40,spotify:track:3hpaRxH73ciJCuH6QcNWXO,Eden Hason,מטפסים על הקירות,Mobile1 Music,6,40,35,85909,Eden Hason,['israeli mediterranean'],מטפסים על הקירות,Israeli
41,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,66,134,83483,Marina Maximilian,['israeli pop'],ביחד,Israeli
42,spotify:track:4wUeFidlHm9N9BxwZNykBj,"Anna Zak, Mergui",Hoodie,ITModels / Gaga Management under exclusive license to D-Music,42,45,2,82838,Anna Zak,['israeli pop'],Hoodie,International
