rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
29,spotify:track:4EN9nGt9TWutt0iDTRnXjY,Shilo Ben Saadon,כוכבים,Or Mermelstein under exclusive license to D-Music,16,30,17,124508,שילה בן סעדון,['israeli pop'],כוכבים,Israeli
30,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,34,197,122493,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
31,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,18,29,18,121477,Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",Unreal Unearth: Unheard,International
32,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,33,34,118038,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא,Israeli
33,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,16,31,8,116966,Sabrina Carpenter,['pop'],Please Please Please,International
34,spotify:track:2tVQnp6k62bMTsWQJYvQXz,Osher Cohen,עוד לא נגמר,Helicon Aroma Music Ltd. / P.A.I Ltd.,34,53,2,116895,Osher Cohen,['israeli mediterranean'],NEXT EPISODE,Israeli
35,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,32,137,114376,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
36,spotify:track:2WDgnb44mEO7gWUtECuNLJ,"Static, Adi Bity",מכשפה,Mobile1 Music,33,48,14,111257,Static,[],להרים,Israeli
37,spotify:track:5OQrgklT1x9uOr2ee5hlHB,"Noa Kirel, Itay Galo",משקפיים,Noa Kirel / Itay Galo / Tal Castiel Music & Ent under exclusive license to D-Music,23,36,7,108856,Noa Kirel,['israeli pop'],משקפיים,Israeli
38,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,35,51,105088,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT,Israeli
39,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,41,26,103236,Eden Hason,['israeli mediterranean'],צוחקת ובוכה,Israeli
40,spotify:track:2foTZaysNY65xcTXlQKxg4,Odeya,אם אתה שלי,Helicon Aroma Music Ltd.,9,57,26,103090,אודיה,['israeli pop'],אם אתה שלי,Israeli
41,spotify:track:6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,38,128,102147,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
42,spotify:track:2Ozw7k5CLtM5W9SomrOyjw,Eden Golan,Hurricane,Session42,1,39,21,102051,Eden Golan,[],Hurricane,International
43,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,40,37,101126,Kfir Tsafrir,['israeli trap'],פחד אלוהים,Israeli
44,spotify:track:7fcFn0EdQleBdarD7yLp95,Omer Adam,מבת ים ועד הנצח,P.A.I LTD,4,45,19,98967,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
45,spotify:track:6XjDF6nds4DE2BBbagZol6,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,42,49,16,97167,FloyyMenor,['reggaeton chileno'],Gata Only,International
46,spotify:track:3piVfvEpcO5TXO1qn55NtX,Peer Tasi,סלינה,Peer Tasi LTD under exclusive license to D-Music,41,43,10,95754,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
47,spotify:track:0PfvEnfj3hHl7zlc0WcfGY,Ravid Plotnik,‏שלווה בארמונותייך,NaNa Disc,23,61,119,95165,Ravid Plotnik,"['israeli hip hop', 'israeli trap']",תוך כדי תנועה,Israeli
48,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,37,214,94032,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
49,spotify:track:2vR9gmLutur2qzskoEcYna,Ben Chen,חומר ממכר,Helicon Music,30,52,12,93971,Ben Chen,[],חומר ממכר,Israeli
50,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,50,51,99,92875,Coldplay,"['permanent wave', 'pop']",Viva La Vida or Death and All His Friends,International
