rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,1,10,426431,סטילה,['israeli hip hop'],באמפרים,Israeli
2,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,2,7,2,426262,Osher Cohen,['israeli mediterranean'],NEXT EPISODE,Israeli
3,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,3,3,9,381162,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון,Israeli
4,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,1,2,10,375097,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
5,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,4,15,319976,Osher Cohen,['israeli mediterranean'],פלסטרים,Israeli
6,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,6,17,3,283111,סטילה,['israeli hip hop'],מגדלים,Israeli
7,spotify:track:17Gbwxyhsj0dznw9DSruNC,"Omer Adam, ShrekDiMC",ראיתי עולם,P.A.I LTD,1,6,10,261539,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ראיתי עולם,Israeli
8,spotify:track:0hdDyhwaJpNW5nsJC3qYPe,Peer Tasi,מלודי,Peer Tasi LTD under exclusive license to D-Music,5,5,10,247183,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
9,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,8,16,238948,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד,Israeli
10,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,9,19,231766,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
11,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi,מה יהיה מחר,Peer Tasi LTD under exclusive license to D-Music,10,10,10,227606,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
12,spotify:track:6JnLTSjPA96Dgg9VCDRf1r,ילד.,למה את?,Universal Music Israel Distributed Labels,6,11,15,203469,ילד.,[],ילד.,Israeli
13,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,12,25,192690,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,Israeli
14,spotify:track:2eauhZzDelRWx1f3PmdaxU,Itay Levi,חולה ירח,Mobile1 Music,14,20,9,164596,Itay Levi,"['israeli mediterranean', 'mizrahi']",חולה ירח,Israeli
15,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,13,33,164496,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר,Israeli
16,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,11,15,16,156889,Sabrina Carpenter,['pop'],Espresso,International
17,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,21,115,154583,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
18,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,22,41,150631,ששון איפרם שאולוב,['israeli pop'],בואי נדבר,Israeli
19,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,16,19,150628,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
20,spotify:track:5lNB8HWmxpICQXi5Pgatz1,"Shahar Tavoch, Agam Buhbut",נאדי באדי,NMC United Entertainment Ltd.,5,19,20,149467,שחר טבוך,[],"היי, זה שחר",Israeli
21,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,21,25,11,149066,Billie Eilish,"['art pop', 'pop']",HIT ME HARD AND SOFT,International
22,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,18,27,147607,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades,International
23,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,14,60,147585,Osher Cohen,['israeli mediterranean'],Part II,Israeli
24,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,24,28,8,147033,Adam Port,['melodic house'],Move,International
25,spotify:track:6Xg2Ir8Go9giAzRxW4Jaze,Hatikva 6,גיבורי על,Hatikva 6 under exclusive license to D-Music,21,24,22,141487,Hatikva 6,"['israeli hip hop', 'israeli pop']",גיבורי על,Israeli
26,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",9,23,13,140854,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Not Like Us,International
27,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,13,27,28,130137,Teddy Swims,[],I've Tried Everything But Therapy (Part 1),International
28,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,26,48,128794,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים,Israeli
