rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
28,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,24,22,130636,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
29,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,49,200,129249,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
30,spotify:track:2WDgnb44mEO7gWUtECuNLJ,"Static, Adi Bity",מכשפה,Mobile1 Music,23,23,17,127148,Static,[],להרים,Israeli
31,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,46,63,127010,Osher Cohen,['israeli mediterranean'],Part II,Israeli
32,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,36,140,125643,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
33,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,33,-1,1,123697,Lady Gaga,"['art pop', 'dance pop', 'pop']",Die With A Smile,International
34,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,16,30,11,119778,Sabrina Carpenter,['pop'],Please Please Please,International
35,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,40,37,117785,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא,Israeli
36,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,18,32,21,116709,Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",Unreal Unearth: Unheard,International
37,spotify:track:4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,48,213,116389,Avraham Tal,['israeli pop'],שבוע טוב,Israeli
38,spotify:track:4EN9nGt9TWutt0iDTRnXjY,Shilo Ben Saadon,כוכבים,Or Mermelstein under exclusive license to D-Music,16,41,20,114446,שילה בן סעדון,['israeli pop'],כוכבים,Israeli
39,spotify:track:62bOmKYxYg7dhrC6gH9vFn,*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,Jive,32,33,4,111771,*NSYNC,"['boy band', 'dance pop', 'pop']",No Strings Attached,International
40,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,40,42,102,111224,Coldplay,"['permanent wave', 'pop']",Viva La Vida or Death and All His Friends,International
41,spotify:track:2foTZaysNY65xcTXlQKxg4,Odeya,אם אתה שלי,Helicon Aroma Music Ltd.,9,44,29,108425,אודיה,['israeli pop'],אם אתה שלי,Israeli
42,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,37,79,107419,Static,[],לירז,Israeli
43,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,55,113,107348,Full Trunk,['israeli rock'],ממותה,Israeli
44,spotify:track:1EZj3gwDRCDVTxJAIGUtMQ,Eyal Golan,שוב אני בדד,Liam Productions under exclusive license to D-Music,44,-1,1,107252,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",שוב אני בדד,Israeli
45,spotify:track:2tVQnp6k62bMTsWQJYvQXz,Osher Cohen,עוד לא נגמר,Helicon Aroma Music Ltd. / P.A.I Ltd.,34,38,5,106622,Osher Cohen,['israeli mediterranean'],NEXT EPISODE,Israeli
46,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,43,54,106026,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT,Israeli
47,spotify:track:6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,22,131,106014,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
48,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",9,34,16,104680,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Not Like Us,International
49,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,66,217,103876,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
50,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,45,40,102795,Kfir Tsafrir,['israeli trap'],פחד אלוהים,Israeli
