rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,1,21,176959,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
2,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,2,13,157730,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),Israeli
3,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,3,4,11,157329,Osher Cohen,['israeli mediterranean'],אושר,Israeli
4,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,9,45,142610,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
5,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,3,15,140345,Miley Cyrus,['pop'],Endless Summer Vacation,International
6,spotify:track:5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,6,10,10,134810,Yonatan Kalimi,['israeli pop'],מי את היום בלעדיי,Israeli
7,spotify:track:6dUregFbvUNqHP5nphqesK,Noa Kirel,Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,7,8,131510,Noa Kirel,['israeli pop'],Unicorn,International
8,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,11,27,128389,Gal Adam,['israeli mediterranean'],משוגעת,Israeli
9,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,5,22,127547,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי,Israeli
10,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,14,71,125756,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
11,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,8,41,123688,Benaia Barabi,['israeli mediterranean'],קרן שמש,Israeli
12,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,8,12,21,118945,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
13,spotify:track:6OXv4CrNp3DFRj6Cu1GojJ,Eyal Golan,מתי את חוזרת,Liam Productions under exclusive license to D-Music,6,6,5,114783,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023,Israeli
14,spotify:track:50uspwzqbMxkpyHzMLwUVy,Static,לירז,Mobile1 Music,4,19,10,106859,Static,[],לירז,Israeli
15,spotify:track:5edYMsNo852Zw29Qni9p8t,Noam Bettan,בובה,Zaav Music / Noam Bettan under exclusive license to D-Music,15,23,16,102798,Noam Bettan,['israeli pop'],מעל המים,Israeli
16,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,15,15,10,101672,Static,[],לירז,Israeli
17,spotify:track:5I0WaR0LpN4Kn1zwbvd145,"E-Z, Noa Kirel",גושפנקא,Unicell,15,16,19,100690,E-Z,['israeli hip hop'],אייקון,Israeli
18,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",18,47,2,97970,David Kushner,"['gen z singer-songwriter', 'singer-songwriter pop']",Daylight,International
19,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,28,6,94693,Eden Hason,['israeli mediterranean'],אז מה עכשיו,Israeli
20,spotify:track:4oI6mGaEBPrYDS4TP3rSvG,Odeya,פסיכולוגית,Helicon Aroma Music Ltd.,13,13,5,91586,אודיה,['israeli pop'],האמת,Israeli
21,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,21,35,90543,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue),International
22,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,27,37,89646,Noa Kirel,['israeli pop'],פנתרה,Israeli
23,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,10,24,21,87097,Metro Boomin,['rap'],HEROES & VILLAINS,International
24,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,20,20,87044,SZA,"['pop', 'r&b', 'rap']",SOS,International
25,spotify:track:4py8ddBPFRTYqL3vbh2FXq,"Static, Agam Buhbut",טרנטולה,Mobile1 Music,23,31,9,84826,Static,[],לירז,Israeli
26,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,17,49,84730,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
27,spotify:track:1Jn1ZoYCWdFhdPH9cG8Y8j,Shaylee Atary,אצלנו בגן,Helicon Music,27,-1,3,84455,Shaylee Atary,[],באמת שרציתי,Israeli
28,spotify:track:6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,26,26,11,84354,Osher Cohen,['israeli mediterranean'],אושר,Israeli
29,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,25,56,84104,Harry Styles,['pop'],Harry's House,International
30,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,29,29,81871,Avraham Tal,['israeli pop'],את חסרה לי & אורות,Israeli
31,spotify:track:2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,31,32,138,81239,Tuna,"['israeli hip hop', 'israeli pop']",טונהפארק,Israeli
32,spotify:track:4PcdcSDUImHuVjoCezSYuC,"LIAD MEIR, רון חיון",פלואו של טמבל 2,2023 Duda By PIL LTD,32,72,3,80579,ליעד מאיר,['israeli hip hop'],פלואו של טמבל,Israeli
33,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,38,51,79115,Full Trunk,['israeli rock'],ממותה,Israeli
