rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,1,5,297526,Noa Kirel,['israeli pop'],פנתרה,Israeli
2,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,2,2,13,193988,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
3,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,3,19,165831,Full Trunk,['israeli rock'],ממותה,Israeli
4,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,4,9,9,149820,Benaia Barabi,['israeli mediterranean'],קרן שמש,Israeli
5,spotify:track:7DS5SpsWS7rtKeAfe9rbfn,"Nunu, Sagi Kariv, Forever Tel Aviv",Cute Boy,Neomi Aharoni Gal / Forever Tel Aviv under exclusive license to D-Music,1,4,14,144240,Nunu,['israeli hip hop'],Cute Boy,International
6,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,5,39,138189,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
7,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,6,24,132279,Harry Styles,['pop'],Harry's House,International
8,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,8,17,131591,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
9,spotify:track:2XNXcmwubbt8MJYlQRb4V2,Odeya,אינטלקטוערס,Helicon Aroma Music Ltd.,9,11,8,129456,אודיה,['israeli pop'],אינטלקטוערס,Israeli
10,spotify:track:3iJQ54fGO6CyP374UzvDJu,Anna Zak,מי זאת,ITModels under exclusive license to D-Music,1,7,17,129247,Anna Zak,['israeli pop'],מי זאת,Israeli
11,spotify:track:3uidHx3If1PWAOCMcCdkNH,Tuna,סהרה,NaNa Disc,11,14,39,119259,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
12,spotify:track:3hpaRxH73ciJCuH6QcNWXO,Eden Hason,מטפסים על הקירות,Mobile1 Music,6,10,6,113372,Eden Hason,['israeli mediterranean'],מטפסים על הקירות,Israeli
13,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,13,34,109338,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
14,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,14,28,3,109263,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue),International
15,spotify:track:2O1af1DbXF7paOr7O5CRst,Avi Aburomi,ספרי להם הכל,2022 Avi Aburomi BY PIL LTD,12,15,16,100173,Avi Aburomi,['israeli pop'],ספרי להם הכל,Israeli
16,spotify:track:0UXXAYRUrknaz6FuaPKtFW,אליאב זוהר,מיכל,2022 Eliav Zoharo BY PIL LTD,16,19,7,99843,אליאב זוהר,[],מיכל,Israeli
17,spotify:track:1DAJswyIul47SQNBkYPiCx,Mergui,Sucks to Know You (FU),Mobile1 Music,1,12,9,97961,Mergui,['israeli pop'],Sucks To Know You (FU),International
18,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,18,18,12,96640,OneRepublic,"['piano rock', 'pop']","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",International
19,spotify:track:5tNrVA1ySsk7HkV5yg2iXN,"Marina Maximilian, Itay Galo",עולה על שולחנות,Marina Maximilian / Itay Galo under exclusive license to D-Music,17,17,9,93494,Marina Maximilian,['israeli pop'],עולה על שולחנות,Israeli
