rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,1,8,296101,סטילה,['israeli hip hop'],תיק קטן,Israeli
2,spotify:track:2b9TjqgLxE6zOZc4DSmYYx,"Noa Kirel, Forever Tel Aviv, Sagi Kariv",פרובוקטיבית,Noa Kirel / Forever Tel Aviv under exclusive license to D-Music,2,2,3,289218,Noa Kirel,['israeli pop'],פרובוקטיבית,Israeli
3,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,3,18,248645,Static,[],לירז,Israeli
4,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,4,6,5,198085,Doli & Penn,['israeli pop'],לאהוב אותך כל יום,Israeli
5,spotify:track:6dUregFbvUNqHP5nphqesK,Noa Kirel,Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,4,16,178383,Noa Kirel,['israeli pop'],Unicorn,International
6,spotify:track:4tpT9xacu03ADQI7utG24C,"Anna Zak, Itay Galo",אולסטאר וגופיות,ITModels / Itay Galo under exclusive license to D-Music,6,16,3,165570,Anna Zak,['israeli pop'],אולסטאר וגופיות,Israeli
7,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Tattoo,Universal Music AB,2,5,9,161845,Loreen,['europop'],Tattoo,International
8,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,7,29,161658,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
9,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,9,30,154286,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי,Israeli
10,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,8,19,150458,Osher Cohen,['israeli mediterranean'],אושר,Israeli
11,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,11,23,2,146786,Osher Cohen,['israeli mediterranean'],Part II,Israeli
12,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,10,79,145613,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
13,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,15,35,140880,Gal Adam,['israeli mediterranean'],משוגעת,Israeli
14,spotify:track:6W6ssWo1mqA9bLTo47Alsz,"Jasmin Moallem, Mergui",צונאמי,Helicon Music,12,12,3,139316,Jasmin Moallem,['israeli pop'],אין עולם,Israeli
15,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,13,53,137996,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
16,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,14,49,137723,Benaia Barabi,['israeli mediterranean'],קרן שמש,Israeli
17,spotify:track:6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,17,24,13,136221,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023,Israeli
18,spotify:track:1huEeoVeYDxX6XEF640FfM,Omer Adam,DXB to TLV,P.A.I LTD,15,17,3,129086,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם,Israeli
19,spotify:track:6OXv4CrNp3DFRj6Cu1GojJ,Eyal Golan,מתי את חוזרת,Liam Productions under exclusive license to D-Music,6,21,13,128165,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023,Israeli
20,spotify:track:75sIATEdqHxN7jfNsRCwGl,"עידו בי, ערן יוסף, שגב",ברולטה,Mobile1 Music,20,122,2,128161,עידו בי,[],ברולטה,Israeli
21,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,20,57,127923,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
22,spotify:track:4f15d7Qc81qw4LKMAQhfYz,Omer Adam,יצאה שבת,P.A.I LTD,22,22,3,127209,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם,Israeli
23,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,19,23,124703,Miley Cyrus,['pop'],Endless Summer Vacation,International
24,spotify:track:5RX8T3EoTuXcybAxe6oPAw,Käärijä,Cha Cha Cha,WM Finland,3,11,7,123361,Käärijä,['finnish pop'],Cha Cha Cha,International
25,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,25,14,119389,Eden Hason,['israeli mediterranean'],אז מה עכשיו,Israeli
26,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,26,31,3,119333,Jasmin Moallem,['israeli pop'],אין עולם,Israeli
27,spotify:track:5I0WaR0LpN4Kn1zwbvd145,"E-Z, Noa Kirel",גושפנקא,Unicell,15,27,27,114092,E-Z,['israeli hip hop'],אייקון,Israeli
28,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,28,57,2,113692,Osher Cohen,['israeli mediterranean'],Part II,Israeli
29,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,26,21,112549,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),Israeli
30,spotify:track:4PcdcSDUImHuVjoCezSYuC,"LIAD MEIR, רון חיון",פלואו של טמבל 2,2023 Duda By PIL LTD,16,28,11,111406,ליעד מאיר,['israeli hip hop'],פלואו של טמבל,Israeli
31,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,15,29,6,110875,Hanan Ben Ari,['israeli pop'],יש כאן יותר מזה,Israeli
32,spotify:track:14LdhxElpZS0rKVV4nxtdA,Alessandra,Queen of Kings,Universal Music AS,5,18,7,109588,Alessandra,[],Queen of Kings,International
33,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,34,37,103829,Avraham Tal,['israeli pop'],את חסרה לי & אורות,Israeli
34,spotify:track:4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,34,-1,1,102172,אודיה,['israeli pop'],אינטלקטוערסית,Israeli
35,spotify:track:4JzG1XWdSjEKlRJMlVWJ3f,"Ninet Tayeb, Tuna",ככה זה,Helicon Music,35,-1,1,101558,Ninet Tayeb,"['israeli rock', 'israeli singer-songwriter']",ככה זה,Israeli
36,spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Sprinter,Neighbourhood / Live Yours,36,40,3,99493,Dave,['uk hip hop'],Sprinter,International
37,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,8,30,29,99408,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
38,spotify:track:3Q6d64XJr20cHQtRd07YGj,"Omer Adam, David Broza",סיגליות,P.A.I LTD,38,55,3,98673,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם,Israeli
39,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,36,43,96711,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue),International
40,spotify:track:5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,6,33,18,96210,Yonatan Kalimi,['israeli pop'],מי את היום בלעדיי,Israeli
41,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,32,45,95538,Noa Kirel,['israeli pop'],פנתרה,Israeli
42,spotify:track:2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,21,38,146,94046,Tuna,"['israeli hip hop', 'israeli pop']",טונהפארק,Israeli
43,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",18,35,10,93185,David Kushner,"['gen z singer-songwriter', 'singer-songwriter pop']",Daylight,International
44,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,44,59,92871,Full Trunk,['israeli rock'],ממותה,Israeli
45,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,42,64,92746,Harry Styles,['pop'],Harry's House,International
46,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,45,139,91810,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
47,spotify:track:4C7cg72gU51s1IT4wh7Vp9,Omer Adam,קומה 58,P.A.I LTD,47,86,3,91639,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם,Israeli
48,spotify:track:6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,24,46,19,91412,Osher Cohen,['israeli mediterranean'],אושר,Israeli
49,spotify:track:7Jeh9SPQdyULPmdIqTNo3y,"Tuna, Margalit Tzan'ani",כנפיים - Live,NaNa Disc,25,39,22,91351,Tuna,"['israeli hip hop', 'israeli pop']",כנפיים (Live),Israeli
50,spotify:track:5edYMsNo852Zw29Qni9p8t,Noam Bettan,בובה,Zaav Music / Noam Bettan under exclusive license to D-Music,15,41,24,91066,Noam Bettan,['israeli pop'],מעל המים,Israeli
