rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
16,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,16,33,86314,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
17,spotify:track:5STI4AAzr3uMvdpx4wUSGr,Omer Adam,חורף באוטו,P.A.I LTD,3,19,19,82927,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חורף באוטו,Israeli
18,spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,Atlantic Records,17,17,14,81923,Jaymes Young,['indie poptimism'],Feel Something,International
19,spotify:track:16tcNezkJ5VETVDVC4m7gj,Mergui,לא להיות לבד,Mobile1 Music,17,29,20,80801,Mergui,['israeli pop'],לא להיות לבד,Israeli
20,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,18,78,79438,Marina Maximilian,['israeli pop'],ביחד,Israeli
21,spotify:track:6SuC1LItQ9V9SjET2EvvtD,"Agam Buhbut, Shahar Saul",באתי להציל אותך,2021 ZI Productions BY PIL LTD,11,15,19,78977,Agam Buhbut,['israeli mediterranean'],באתי להציל אותך,Israeli
22,spotify:track:2Xr1dTzJee307rmrkt8c0g,CKay,love nwantiti (ah ah ah),Chocolate City Music,4,20,25,77732,CKay,"['afro r&b', 'afrobeats']",CKay The First,International
23,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,14,21,26,76518,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
24,spotify:track:0taqIIB89cQQoiA8ZDukWf,Osher Cohen,מקבל על עצמי,Helicon Aroma Music LTD / P.A.I LTD,23,23,3,76305,Osher Cohen,['israeli mediterranean'],מקבל על עצמי,Israeli
25,spotify:track:1KszHjECoMXM3d5y31ZRVl,"Osher Cohen, Noa Kirel",רעשים,A.M Music Productions LTD / P.A.I LTD / Noa Kirel under exclusive license to D-Music,10,22,13,75185,Osher Cohen,['israeli mediterranean'],רעשים,Israeli
26,spotify:track:7xluxbbxxQ8ovB6xrJUlim,"Elai Botner, Avraham Aviv Alush",הכי קרוב אלייך,NMC United Entertainment Ltd.,26,42,83,74809,Elai Botner,['israeli pop'],הכי קרוב אלייך,Israeli
27,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,Columbia,18,26,25,74638,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
28,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,6,31,37,74285,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
29,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,24,14,73895,Jasmin Moallem,['israeli pop'],יחפים,Israeli
30,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,25,21,73140,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",30,International
31,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,31,36,13,70419,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
32,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,9,28,31,70335,Doja Cat,"['dance pop', 'pop']",Planet Her,International
33,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,33,33,22,69653,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now,International
34,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,34,43,6,69281,Elley Duhé,['alt z'],MIDDLE OF THE NIGHT,International
35,spotify:track:4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,50,91,68845,Avraham Tal,['israeli pop'],שבוע טוב,Israeli
36,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,34,34,12,68835,Tiësto,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",The Motto,International
37,spotify:track:4F5i9rkN4DBMysvhzzEHoh,"Eden Ben Zaken, Eden Hason",פילטרים יפים,Sarit Productions LTD / A.M Music Productions LTD under exclusive license to D-Music,15,32,14,67645,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",פילטרים יפים,Israeli
38,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,13,27,27,67639,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",The Lockdown Sessions,International
39,spotify:track:6jMCb4UpIBjmiKf6EwVK8u,Omer Adam,חצי דפוק,P.A.I LTD,3,30,32,66749,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",3,Israeli
40,spotify:track:66iaD8MCoVnBtqUhuzdglT,Ran Danker,בית משוגעים,NMC United Entertainment Ltd.,1,37,53,65166,Ran Danker,"['festigal', 'israeli pop']",בית משוגעים,Israeli
41,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,41,122,2,64526,Nunu,['israeli hip hop'],ליבינג דה דרים,Israeli
42,spotify:track:3A9gSVar0MgHpO86WXeSW9,Itay Levi,הטעות הכי יפה,Mobile1 Music,16,38,41,62966,Itay Levi,"['israeli mediterranean', 'mizrahi']",הטעות הכי יפה,Israeli
43,spotify:track:5j36y0eeE3I7kCBYIsKqBF,Eden Ben Zaken,מה קרה,Sarit Productions LTD / Helicon Aroma Music Ltd. under exclusive license to D-Music,18,39,10,62938,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",מה קרה,Israeli
44,spotify:track:6sADtPKtORAMZP3GQhOsHv,Ishay Ribo,סיבת הסיבות,2021 Ishay Ribo BY PIL LTD,8,40,54,62650,Ishay Ribo,['israeli pop'],סיבת הסיבות,Israeli
45,spotify:track:7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,52,19,62340,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
46,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch,Atlantic Records,46,63,7,60963,Charlie Puth,"['pop', 'viral pop']",Light Switch (Instrumental),International
47,spotify:track:4qAHhdpiGcbzqwjqmwuXwj,Raviv Kaner,רסיסים,Tedy Productions under exclusive license to D-Music,1,45,85,59884,Raviv Kaner,['israeli pop'],רסיסים,Israeli
48,spotify:track:0KqQk985HTWIkQgEABSwPP,Noa Kirel,Thought About That,Atlantic Records,12,44,8,58985,Noa Kirel,['israeli pop'],Thought About That,International
49,spotify:track:0w4e9A0KryKlPySPdyZQDC,"NOROZ, Ido B & Zooki",מגבת באוויר,NOROZ under exclusive license to D-Music,9,49,27,58387,NOROZ,"['israeli hip hop', 'israeli trap']",מרגיש מוגזם,Israeli
50,spotify:track:59CfNbkERJ3NoTXDvoURjj,Dove Cameron,Boyfriend,Disruptor Records/Columbia,50,79,4,57371,Dove Cameron,['pop'],Boyfriend,International
