rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:0yLdNVWF3Srea0uzk55zFn,Miley Cyrus,Flowers,Columbia,1,1,4,309965,Miley Cyrus,['pop'],Flowers,International
2,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,2,2,10,200906,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
3,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,5,34,167098,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
4,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,3,30,166433,Benaia Barabi,['israeli mediterranean'],קרן שמש,Israeli
5,spotify:track:1bd0D0cXcpGeJXsn2Xt8lc,"Odeya, רואי אדם",האמת,Helicon Aroma Music Ltd.,3,8,18,161548,אודיה,['israeli pop'],האמת,Israeli
6,spotify:track:4hTFq8sHEVSDXIxTVe4qHJ,Omer Adam,אני,P.A.I LTD,1,4,8,156693,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",אני,Israeli
7,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,4,20,20,140988,Sam Smith,"['pop', 'uk pop']",Gloria,International
8,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,6,60,140585,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
9,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,7,9,9,140231,SZA,"['pop', 'r&b', 'rap']",SOS,International
10,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,7,16,139052,Gal Adam,['israeli mediterranean'],משוגעת,Israeli
11,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,11,11,10,137449,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
12,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,11,13,11,130988,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי,Israeli
13,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,10,38,127746,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
14,spotify:track:0urIdTVIjmPX5i9dsIusQj,Odeya,החיים שלי אחריך,Helicon Aroma Music Ltd.,4,16,11,126718,אודיה,['israeli pop'],החיים שלי אחריך,Israeli
15,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,12,24,121255,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue),International
16,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,10,14,10,120113,Metro Boomin,['rap'],HEROES & VILLAINS,International
17,spotify:track:6clAq1cGO4PYimAmzelTmL,Shira Margalit,אחותי כבר לא סובלת אותך,Anana Ltd,12,15,11,117664,Shira Margalit,['israeli pop'],אחותי כבר לא סובלת אותך,Israeli
18,spotify:track:0iTSkLz9biPGVXqTSrkkNd,"Odeya, Noa Kirel",מאמי,Helicon Aroma Music Ltd./ Noa Kirel under exclusive license to NMC United Entertainment Ltd,5,17,8,113417,אודיה,['israeli pop'],מאמי,Israeli
19,spotify:track:2XNXcmwubbt8MJYlQRb4V2,Odeya,אינטלקטוערס,Helicon Aroma Music Ltd.,6,18,29,112780,אודיה,['israeli pop'],אינטלקטוערס,Israeli
20,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,22,45,110392,Harry Styles,['pop'],Harry's House,International
21,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,21,26,99774,Noa Kirel,['israeli pop'],פנתרה,Israeli
22,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,24,18,99244,Avraham Tal,['israeli pop'],את חסרה לי & אורות,Israeli
23,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,35,40,97771,Full Trunk,['israeli rock'],ממותה,Israeli
24,spotify:track:5mHdCZtVyb4DcJw8799hZp,"RAYE, 070 Shake",Escapism.,Human Re Sources,23,23,10,95325,RAYE,"['uk contemporary r&b', 'uk pop']",My 21st Century Blues,International
25,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,25,41,2,90413,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),Israeli
26,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,43,120,89449,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
27,spotify:track:3hpaRxH73ciJCuH6QcNWXO,Eden Hason,מטפסים על הקירות,Mobile1 Music,6,31,27,88404,Eden Hason,['israeli mediterranean'],מטפסים על הקירות,Israeli
28,spotify:track:5I0WaR0LpN4Kn1zwbvd145,"E-Z, Noa Kirel",גושפנקא,Unicell,28,32,8,88131,E-Z,['israeli hip hop'],אייקון,Israeli
29,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,"Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53",DALE PLAY Records,19,19,4,86737,Bizarrap,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']","Shakira: Bzrp Music Sessions, Vol. 53",International
30,spotify:track:4W1G1xlxcirdtXosgsR0m0,Agam Buhbut,קופידון (Prod. By Triangle),2022 Z.I. Productions BY PIL LTD,10,27,21,84726,Agam Buhbut,['israeli mediterranean'],קופידון (Prod. By Triangle),Israeli
31,spotify:track:7Jeh9SPQdyULPmdIqTNo3y,"Tuna, Margalit Tzan'ani",כנפיים - Live,NaNa Disc,25,25,3,84661,Tuna,"['israeli hip hop', 'israeli pop']",כנפיים (Live),Israeli
32,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,14,28,33,83096,OneRepublic,"['piano rock', 'pop']","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",International
33,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,12,26,15,82944,Meghan Trainor,"['hip pop', 'pop']",Takin' It Back,International
34,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,21,34,65,81091,Tom Odell,['chill pop'],Long Way Down,International
35,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,30,53,77755,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
36,spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,29,29,22,77272,Rema,"['afrobeats', 'nigerian pop']",Calm Down (with Selena Gomez),International
37,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,59,62,75333,Jasmin Moallem,['israeli pop'],יחפים,Israeli
38,spotify:track:0SmY5bTuls1ccput6QhHSA,Adir Getz,"אני אוהב, אני מכור, אני שרוף",Unicell,18,44,33,75239,Adir Getz,['israeli mediterranean'],"אני אוהב, אני מכור, אני שרוף",Israeli
