rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,1,6,422622,Kfir Tsafrir,['israeli trap'],פחד אלוהים,Israeli
2,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,3,3,334023,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא,Israeli
3,spotify:track:6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,2,7,325150,סטילה,['israeli hip hop'],חרבו דרבו,Israeli
4,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,3,4,17,317527,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים,Israeli
5,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,5,19,252232,יגל אושרי,['israeli pop'],לצאת מדיכאון,Israeli
6,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,7,17,230956,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים,Israeli
7,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,6,30,230829,Jasmin Moallem,['israeli pop'],אין עולם,Israeli
8,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,8,29,206893,Osher Cohen,['israeli mediterranean'],Part II,Israeli
9,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,9,10,10,195052,ששון איפרם שאולוב,['israeli pop'],בואי נדבר,Israeli
10,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,9,108,174408,Jasmin Moallem,['israeli pop'],יחפים,Israeli
11,spotify:track:3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,11,13,11,164988,ששון איפרם שאולוב,['israeli pop'],כשיגמר לכם הקיץ,Israeli
12,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,11,32,158104,Doli & Penn,['israeli pop'],לאהוב אותך כל יום,Israeli
13,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,12,20,149582,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT,Israeli
