rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,1,3,506850,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,Israeli
2,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,2,15,288775,Kfir Tsafrir,['israeli trap'],פחד אלוהים,Israeli
3,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,3,26,269423,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים,Israeli
4,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,4,12,251681,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא,Israeli
5,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,5,19,216478,ששון איפרם שאולוב,['israeli pop'],בואי נדבר,Israeli
6,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,8,38,214501,Osher Cohen,['israeli mediterranean'],Part II,Israeli
7,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,7,11,214182,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר,Israeli
8,spotify:track:16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,6,6,10,202175,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים,Israeli
9,spotify:track:1dkljZlzg37FoGtUJ1EsxQ,Osher Cohen,איפה אתה,Helicon Aroma Music Ltd./ P.A.I Ltd.,9,10,3,197158,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,Israeli
10,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,10,13,4,191655,Eden Hason,['israeli mediterranean'],צוחקת ובוכה,Israeli
