rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,1,4,506580,Osher Cohen,['israeli mediterranean'],NEXT EPISODE,Israeli
2,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,2,3,5,397035,סטילה,['israeli hip hop'],מגדלים,Israeli
3,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,2,12,363017,סטילה,['israeli hip hop'],באמפרים,Israeli
4,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,3,4,11,312833,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון,Israeli
5,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,1,5,12,297593,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
6,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,6,17,269245,Osher Cohen,['israeli mediterranean'],פלסטרים,Israeli
7,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi,מה יהיה מחר,Peer Tasi LTD under exclusive license to D-Music,7,7,12,225342,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
8,spotify:track:17Gbwxyhsj0dznw9DSruNC,"Omer Adam, ShrekDiMC",ראיתי עולם,P.A.I LTD,1,8,12,210850,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ראיתי עולם,Israeli
9,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,9,18,197038,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד,Israeli
10,spotify:track:6JnLTSjPA96Dgg9VCDRf1r,ילד.,למה את?,Universal Music Israel Distributed Labels,6,10,17,188054,ילד.,[],ילד.,Israeli
11,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,11,21,187417,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
12,spotify:track:0hdDyhwaJpNW5nsJC3qYPe,Peer Tasi,מלודי,Peer Tasi LTD under exclusive license to D-Music,5,12,12,180082,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
13,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,13,14,10,179527,Adam Port,['melodic house'],Move,International
14,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,13,27,168335,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,Israeli
15,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,15,17,13,155432,Billie Eilish,"['art pop', 'pop']",HIT ME HARD AND SOFT,International
16,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,15,35,141456,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר,Israeli
17,spotify:track:2eauhZzDelRWx1f3PmdaxU,Itay Levi,חולה ירח,Mobile1 Music,14,16,11,140217,Itay Levi,"['israeli mediterranean', 'mizrahi']",חולה ירח,Israeli
18,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,11,18,18,139901,Sabrina Carpenter,['pop'],Espresso,International
19,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,19,29,139530,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades,International
20,spotify:track:5lNB8HWmxpICQXi5Pgatz1,"Shahar Tavoch, Agam Buhbut",נאדי באדי,NMC United Entertainment Ltd.,5,20,22,137900,שחר טבוך,[],"היי, זה שחר",Israeli
21,spotify:track:6Xg2Ir8Go9giAzRxW4Jaze,Hatikva 6,גיבורי על,Hatikva 6 under exclusive license to D-Music,21,21,24,124990,Hatikva 6,"['israeli hip hop', 'israeli pop']",גיבורי על,Israeli
22,spotify:track:6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,34,130,121361,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
23,spotify:track:2WDgnb44mEO7gWUtECuNLJ,"Static, Adi Bity",מכשפה,Mobile1 Music,23,24,16,120784,Static,[],להרים,Israeli
24,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,22,21,119718,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
25,spotify:track:0D9A15ZzO3VzLIYqOfm6QB,מ',אני חוזר,Ilay Eliyahu Mataraso under exclusive license to D-Music,25,45,9,118400,מ',[],לחזור הביתה,Israeli
26,spotify:track:354YT2zYO1GpAmf10xXiZf,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,23,43,117456,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים,Israeli
27,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,35,62,115433,Osher Cohen,['israeli mediterranean'],Part II,Israeli
28,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,13,28,30,115235,Teddy Swims,[],I've Tried Everything But Therapy (Part 1),International
29,spotify:track:1saT4tObMScARIwT4wTv0W,Ravid Plotnik,נתראה בגלגול הבא,NaNa Disc,23,29,240,114098,Ravid Plotnik,"['israeli hip hop', 'israeli trap']",ועכשיו לחלק האומנותי,Israeli
30,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,16,31,10,112645,Sabrina Carpenter,['pop'],Please Please Please,International
31,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,25,117,108810,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
32,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,18,30,20,108461,Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",Unreal Unearth: Unheard,International
33,spotify:track:62bOmKYxYg7dhrC6gH9vFn,*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,Jive,32,32,3,107638,*NSYNC,"['boy band', 'dance pop', 'pop']",No Strings Attached,International
34,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",9,26,15,106631,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Not Like Us,International
35,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,33,50,105547,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים,Israeli
36,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,27,139,105175,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
37,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,42,78,104294,Static,[],לירז,Israeli
38,spotify:track:2tVQnp6k62bMTsWQJYvQXz,Osher Cohen,עוד לא נגמר,Helicon Aroma Music Ltd. / P.A.I Ltd.,34,37,4,103548,Osher Cohen,['israeli mediterranean'],NEXT EPISODE,Israeli
39,spotify:track:3WOhcATHxK2SLNeP5W3v1v,"Charli xcx, Billie Eilish",Guess featuring billie eilish,Atlantic Records,38,38,2,101195,Charli xcx,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",Guess featuring billie eilish,International
