rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,2,3,720030,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד,Israeli
2,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,1,6,578388,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
3,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,3,5,2,545240,Osher Cohen,['israeli mediterranean'],פלסטרים,Israeli
4,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,3,6,405093,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
5,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,4,12,373359,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,Israeli
6,spotify:track:5lNB8HWmxpICQXi5Pgatz1,"Shahar Tavoch, Agam Buhbut",נאדי באדי,NMC United Entertainment Ltd.,5,7,7,283577,שחר טבוך,[],"היי, זה שחר",Israeli
7,spotify:track:7fcFn0EdQleBdarD7yLp95,Omer Adam,מבת ים ועד הנצח,P.A.I LTD,4,6,6,256184,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
8,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,9,13,231056,Eden Hason,['israeli mediterranean'],צוחקת ובוכה,Israeli
9,spotify:track:2M8hzSzwsIlsCTAhuAQGSf,Omer Adam,כסף או דמעות,P.A.I LTD,7,8,6,228420,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
10,spotify:track:2foTZaysNY65xcTXlQKxg4,Odeya,אם אתה שלי,Helicon Aroma Music Ltd.,10,14,13,220783,אודיה,['israeli pop'],אם אתה שלי,Israeli
11,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,13,24,207346,Kfir Tsafrir,['israeli trap'],פחד אלוהים,Israeli
12,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,12,14,206960,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades,International
13,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,10,21,205300,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא,Israeli
14,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,11,35,204290,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים,Israeli
15,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,15,47,191534,Osher Cohen,['israeli mediterranean'],Part II,Israeli
