rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,1,11,157232,Anna Zak,['israeli pop'],לך לישון,Israeli
2,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,3,9,125061,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
3,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,2,7,123840,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
4,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,4,60,122758,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels),International
5,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,1,5,21,109343,Imagine Dragons,"['modern rock', 'pop', 'rock']",Mercury - Act 1,International
6,spotify:track:3ZT2YK7nfPXq3xCrlWkgt7,Maya Dadon,חוץ ממך,Icon Artist Management under exclusive license to D-Music,2,6,9,98372,Maya Dadon,['israeli pop'],חוץ ממך,Israeli
7,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,7,31,97460,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167,International
8,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,8,17,15,97097,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
9,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,8,17,94909,אודיה,['israeli pop'],אם הייתי צריכה,Israeli
10,spotify:track:70Vsir4Wan3TrEzGCIZy0l,Eden Hason,ככה כל יום,Mobile1 Music,10,10,6,90327,Eden Hason,['israeli mediterranean'],ככה כל יום,Israeli
11,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,12,14,90105,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
12,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,11,18,90100,GAYLE,"['alt z', 'modern alternative pop']",abcdefu,International
13,spotify:track:4aqlgwaZNzb94QuHP6y58X,"Omer Adam, Static & Ben El",לכאורה,P.A.I LTD / Gaga Booking,13,16,3,89229,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לכאורה,Israeli
14,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,9,38,87414,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים,Israeli
15,spotify:track:6qi83Ret9Yok9PfZWzmdZk,"בנאל בן ציון, שירז אברהם",חסר/ה לי ברמות,Mobile1 Music,14,14,5,85775,בנאל בן ציון,['israeli pop'],חסר/ה לי ברמות,Israeli
16,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,13,37,85701,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU,International
17,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,15,35,79989,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
18,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,18,21,24,79307,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now,International
19,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,19,19,4,77944,Nunu,['israeli hip hop'],ליבינג דה דרים,Israeli
20,spotify:track:7xluxbbxxQ8ovB6xrJUlim,"Elai Botner, Avraham Aviv Alush",הכי קרוב אלייך,NMC United Entertainment Ltd.,20,23,85,77356,Elai Botner,['israeli pop'],הכי קרוב אלייך,Israeli
21,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,21,24,8,76480,Elley Duhé,['alt z'],MIDDLE OF THE NIGHT,International
