rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,1,22,321556,Jasmin Moallem,['israeli pop'],אין עולם,Israeli
2,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,2,9,252614,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים,Israeli
3,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,3,3,11,251971,יגל אושרי,['israeli pop'],לצאת מדיכאון,Israeli
4,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,5,100,217085,Jasmin Moallem,['israeli pop'],יחפים,Israeli
5,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,4,21,200078,Osher Cohen,['israeli mediterranean'],Part II,Israeli
6,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,5,6,4,150951,iñigo quintero,[],Si No Estás,International
7,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,7,21,150509,Osher Cohen,['israeli mediterranean'],Part II,Israeli
8,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,8,24,147200,Doli & Penn,['israeli pop'],לאהוב אותך כל יום,Israeli
9,spotify:track:2pvlbipBAnMXwFkuRwLJpo,"Odeya, E-Z",חורף 23,Helicon Aroma Music Ltd / E-Z Booking Plus,9,27,2,135995,אודיה,['israeli pop'],חורף 23,Israeli
10,spotify:track:5oi46p5BbFdvgI0bAeu1rX,Eyal Golan,עם ישראל חי,Liam Productions under exclusive license to D-Music,10,17,2,131275,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עם ישראל חי,Israeli
11,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,10,10,9,130410,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים,Israeli
12,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,9,7,129855,Tate McRae,['pop'],greedy,International
13,spotify:track:3mITeXQ9Dt7M6nTutuNtsx,"Omer Adam, Infected Mushroom",תרקוד לנצח,P.A.I LTD / Mushroom Touring inc,13,-1,1,127901,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",תרקוד לנצח,Israeli
14,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,11,12,118947,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT,Israeli
15,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,14,72,110422,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
16,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,7,12,9,105235,Kenya Grace,['singer-songwriter pop'],Strangers,International
17,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,16,76,104356,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
18,spotify:track:3X0WwsNHfSqpd85A9Iggr2,"Hanan Ben Ari, Peer Tasi",38 וחוץ מכדורגל,Peer Tasi / Hanan Ben Ari under eclusive license to D-Music,13,15,7,102729,Hanan Ben Ari,['israeli pop'],38 וחוץ מכדורגל,Israeli
19,spotify:track:2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,13,13,10,102449,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סטלות,Israeli
20,spotify:track:1f6O2TPzZQhW1Ky2iGYb5X,Hanan Ben Ari,מולדת,Hanan Ben Ari under exclusive license to D-Music,20,20,3,102051,Hanan Ben Ari,['israeli pop'],מולדת,Israeli
21,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,23,98,94822,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
22,spotify:track:6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,30,89,94338,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
23,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,24,158,93982,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
24,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,5,18,13,91735,Doja Cat,"['dance pop', 'pop']",Scarlet,International
25,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,19,37,89232,Static,[],לירז,Israeli
26,spotify:track:7q40jR7vLHky0IKFTJWJ4K,Eyal Golan,שלום אהובתי,Liam Productions under exclusive license to D-Music,11,22,12,88906,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",שלום אהובתי,Israeli
27,spotify:track:4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,5,21,20,86583,אודיה,['israeli pop'],אינטלקטוערסית,Israeli
28,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,25,38,83934,Osher Cohen,['israeli mediterranean'],אושר,Israeli
29,spotify:track:6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,11,29,32,82335,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023,Israeli
30,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,32,56,81570,Avraham Tal,['israeli pop'],את חסרה לי & אורות,Israeli
31,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,33,48,80545,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
