rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,Columbia,1,1,6,182924,Harry Styles,['pop'],As It Was,International
2,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,2,4,22,131149,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
3,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,3,16,130824,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
4,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,2,18,117700,Anna Zak,['israeli pop'],לך לישון,Israeli
5,spotify:track:1XGmzt0PVuFgQYYnV2It7A,"Maroon 5, Wiz Khalifa",Payphone,Interscope Records*,5,69,12,111702,Maroon 5,['pop'],Overexposed Track By Track,International
6,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,5,67,109349,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels),International
7,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,7,21,108479,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
8,spotify:track:4gbVRS8gloEluzf0GzDOFc,Maroon 5,Maps,Interscope Records*,8,89,7,102517,Maroon 5,['pop'],V,International
9,spotify:track:4DgyTAwiSJsT5u5EljsImB,"Noa Kirel, Itay Galo",פעמון,Noa Kirel / Itay Galo under exclusive license to NMC United Entertainment Ltd.,4,6,8,101472,Noa Kirel,['israeli pop'],פעמון,Israeli
10,spotify:track:6ECp64rv50XVz93WvxXMGF,Maroon 5,This Love,Interscope Records*,10,192,2,99743,Maroon 5,['pop'],Songs About Jane: 10th Anniversary Edition,International
11,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,9,14,98992,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
12,spotify:track:4OuoS8NAur7tj6rMDpTVjJ,Maya Dadon,כמו שאני,Icon Artist Management under exclusive license to D-Music,8,8,7,96660,Maya Dadon,['israeli pop'],כמו שאני,Israeli
13,spotify:track:4cktbXiXOapiLBMprHFErI,Maroon 5,Memories,Interscope Records*,8,104,95,95027,Maroon 5,['pop'],JORDI (Deluxe),International
14,spotify:track:1ZEsqzNBQqyC7VLRTUDopj,"Mor, Avi Aburomi",חצי שלי,2022 Avi Aburomi & Sarit Productions BY PIL LTD,10,10,7,94762,Mor,['israeli pop'],חצי שלי,Israeli
15,spotify:track:0wHFktze2PHC5jDt3B17DC,Jack Harlow,First Class,Generation Now/Atlantic,15,16,5,93318,Jack Harlow,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",Come Home The Kids Miss You,International
16,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,9,11,11,91078,Nunu,['israeli hip hop'],ליבינג דה דרים,Israeli
17,spotify:track:2iuZJX9X9P0GKaE93xcPjk,Maroon 5,Sugar,Interscope Records*,17,171,2,89864,Maroon 5,['pop'],V,International
18,spotify:track:4N8FwcfRTju02qsgn9Mcl8,Eden Hason,בואי נישן על זה,Mobile1 Music,17,17,4,88866,Eden Hason,['israeli mediterranean'],בואי נישן על זה,Israeli
19,spotify:track:5zFglKYiknIxks8geR8rcL,"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),Interscope Records*,19,121,47,88691,Maroon 5,['pop'],JORDI (Deluxe),International
20,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,12,38,86981,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167,International
21,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,Maroon 5,Animals,Interscope Records*,21,129,5,86968,Maroon 5,['pop'],V,International
22,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,14,15,15,85770,Elley Duhé,['alt z'],MIDDLE OF THE NIGHT,International
23,spotify:track:1PckUlxKqWQs3RlWXVBLw3,Lizzo,About Damn Time,Nice Life/Atlantic,23,128,2,84411,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",About Damn Time,International
24,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,1,13,28,79463,Imagine Dragons,"['modern rock', 'pop', 'rock']",Mercury - Act 1,International
25,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,18,20,31,77764,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now,International
26,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,19,24,77367,אודיה,['israeli pop'],אם הייתי צריכה,Israeli
27,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,21,44,76476,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU,International
28,spotify:track:70Vsir4Wan3TrEzGCIZy0l,Eden Hason,ככה כל יום,Mobile1 Music,9,18,13,75766,Eden Hason,['israeli mediterranean'],ככה כל יום,Israeli
29,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,14,46,75407,Narkis,['israeli pop'],הולכת איתך,Israeli
30,spotify:track:7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,22,28,74946,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
31,spotify:track:6cpk00i5TxCqSeqNi2HuIe,Maroon 5,One More Night,Interscope Records*,31,-1,1,73380,Maroon 5,['pop'],Overexposed Track By Track,International
32,spotify:track:4llK75pXNWZz6KAho2Gp16,Maroon 5,She Will Be Loved - Radio Mix,Interscope Records*,32,-1,1,73202,Maroon 5,['pop'],Songs About Jane: 10th Anniversary Edition,International
33,spotify:track:4aqlgwaZNzb94QuHP6y58X,"Omer Adam, Static & Ben El",לכאורה,P.A.I LTD / Gaga Booking,12,23,10,70570,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לכאורה,Israeli
34,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,24,25,70331,GAYLE,"['alt z', 'modern alternative pop']",abcdefu,International
35,spotify:track:2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,25,26,10,69993,Camila Cabello,"['dance pop', 'pop']",Familia,International
36,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,28,42,69984,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
37,spotify:track:5MMW4CZsZiZt2iuqAXzzWC,Kendrick Lamar,The Heart Part 5,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,37,-1,1,68159,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",The Heart Part 5,International
38,spotify:track:6qi83Ret9Yok9PfZWzmdZk,"בנאל בן ציון, שירז אברהם",חסר/ה לי ברמות,Mobile1 Music,13,27,12,67592,בנאל בן ציון,['israeli pop'],חסר/ה לי ברמות,Israeli
39,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,25,45,67352,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים,Israeli
40,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,6,30,46,66843,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
41,spotify:track:7pYfyrMNPn3wtoCyqcTVoI,"Maroon 5, Christina Aguilera","Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Interscope Records*,41,186,2,66402,Maroon 5,['pop'],Hands All Over (Revised International Standard version),International
42,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,"Gym Class Heroes, Adam Levine",Stereo Hearts (feat. Adam Levine),Decaydance/Fueled By Ramen,42,178,2,66192,Gym Class Heroes,"['dance pop', 'pop rap']",The Papercut Chronicles II,International
43,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,25,29,21,64654,Tiësto,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",The Motto,International
44,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,14,34,35,64079,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
45,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,33,98,63448,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
46,spotify:track:7xluxbbxxQ8ovB6xrJUlim,"Elai Botner, Avraham Aviv Alush",הכי קרוב אלייך,NMC United Entertainment Ltd.,20,31,92,62343,Elai Botner,['israeli pop'],הכי קרוב אלייך,Israeli
47,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,36,87,61942,Marina Maximilian,['israeli pop'],ביחד,Israeli
48,spotify:track:66iaD8MCoVnBtqUhuzdglT,Ran Danker,בית משוגעים,NMC United Entertainment Ltd.,1,32,62,59566,Ran Danker,"['festigal', 'israeli pop']",בית משוגעים,Israeli
49,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,13,37,36,59560,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",The Lockdown Sessions,International
50,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,38,23,59390,Jasmin Moallem,['israeli pop'],יחפים,Israeli
