rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,1,12,355169,Osher Cohen,['israeli mediterranean'],Part II,Israeli
2,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,2,15,267917,Doli & Penn,['israeli pop'],לאהוב אותך כל יום,Israeli
3,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,3,3,12,265485,Osher Cohen,['israeli mediterranean'],Part II,Israeli
4,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,4,28,209244,Static,[],לירז,Israeli
5,spotify:track:4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,5,6,11,169811,אודיה,['israeli pop'],אינטלקטוערסית,Israeli
6,spotify:track:3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,7,18,163634,סטילה,['israeli hip hop'],תיק קטן,Israeli
7,spotify:track:2b9TjqgLxE6zOZc4DSmYYx,"Noa Kirel, Forever Tel Aviv, Sagi Kariv",פרובוקטיבית,Noa Kirel / Forever Tel Aviv under exclusive license to D-Music,2,5,13,157801,Noa Kirel,['israeli pop'],פרובוקטיבית,Israeli
8,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,8,29,154680,Osher Cohen,['israeli mediterranean'],אושר,Israeli
9,spotify:track:0JoYMP7hvEwxKCjj9szUo6,LIAD MEIR,טיל פצמר,2023 Duda by PIL ltd,9,11,4,144334,ליעד מאיר,['israeli hip hop'],טיל פצמר,Israeli
10,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,17,67,139148,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
11,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,10,39,135683,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
12,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,21,40,134833,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי,Israeli
13,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,16,89,134484,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
14,spotify:track:6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,12,14,23,133040,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023,Israeli
15,spotify:track:6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,15,23,29,131845,Osher Cohen,['israeli mediterranean'],אושר,Israeli
16,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,13,15,16,131636,Hanan Ben Ari,['israeli pop'],יש כאן יותר מזה,Israeli
17,spotify:track:7v7nrrYMIdugbGRAseawG9,Noa Kirel,DEJA VU,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,8,9,5,130921,Noa Kirel,['israeli pop'],DEJA VU,International
18,spotify:track:4tpT9xacu03ADQI7utG24C,"Anna Zak, Itay Galo",אולסטאר וגופיות,ITModels / Itay Galo under exclusive license to D-Music,5,12,13,128988,Anna Zak,['israeli pop'],אולסטאר וגופיות,Israeli
19,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,18,24,128261,Eden Hason,['israeli mediterranean'],אז מה עכשיו,Israeli
20,spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Sprinter,Neighbourhood / Live Yours,10,13,13,127417,Dave,['uk hip hop'],Sprinter,International
