rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,Columbia,1,1,2,202289,Harry Styles,['pop'],As It Was,International
2,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,2,14,159974,Anna Zak,['israeli pop'],לך לישון,Israeli
3,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,3,12,144746,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
4,spotify:track:4DgyTAwiSJsT5u5EljsImB,"Noa Kirel, Itay Galo",פעמון,Noa Kirel / Itay Galo under exclusive license to NMC United Entertainment Ltd.,4,4,4,138085,Noa Kirel,['israeli pop'],פעמון,Israeli
5,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,4,5,18,136038,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
6,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,7,63,135091,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels),International
7,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,6,10,134889,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
8,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,1,8,24,115943,Imagine Dragons,"['modern rock', 'pop', 'rock']",Mercury - Act 1,International
9,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,9,17,115395,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
10,spotify:track:4OuoS8NAur7tj6rMDpTVjJ,Maya Dadon,כמו שאני,Icon Artist Management under exclusive license to D-Music,10,28,3,106827,Maya Dadon,['israeli pop'],כמו שאני,Israeli
11,spotify:track:70Vsir4Wan3TrEzGCIZy0l,Eden Hason,ככה כל יום,Mobile1 Music,9,10,9,106088,Eden Hason,['israeli mediterranean'],ככה כל יום,Israeli
12,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,12,15,7,105584,Nunu,['israeli hip hop'],ליבינג דה דרים,Israeli
13,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,11,34,105385,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167,International
14,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,31,42,103695,Narkis,['israeli pop'],הולכת איתך,Israeli
15,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,12,20,97903,אודיה,['israeli pop'],אם הייתי צריכה,Israeli
16,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,17,40,95429,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU,International
17,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,14,21,94444,GAYLE,"['alt z', 'modern alternative pop']",abcdefu,International
18,spotify:track:4aqlgwaZNzb94QuHP6y58X,"Omer Adam, Static & Ben El",לכאורה,P.A.I LTD / Gaga Booking,12,13,6,93092,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לכאורה,Israeli
19,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,19,20,11,90850,Elley Duhé,['alt z'],MIDDLE OF THE NIGHT,International
20,spotify:track:6qi83Ret9Yok9PfZWzmdZk,"בנאל בן ציון, שירז אברהם",חסר/ה לי ברמות,Mobile1 Music,13,16,8,90142,בנאל בן ציון,['israeli pop'],חסר/ה לי ברמות,Israeli
21,spotify:track:7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,24,24,89780,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
22,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,18,18,27,88840,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now,International
23,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,23,41,87575,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים,Israeli
24,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,21,38,86846,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
25,spotify:track:7xluxbbxxQ8ovB6xrJUlim,"Elai Botner, Avraham Aviv Alush",הכי קרוב אלייך,NMC United Entertainment Ltd.,20,22,88,81906,Elai Botner,['israeli pop'],הכי קרוב אלייך,Israeli
26,spotify:track:2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,26,34,6,81518,Camila Cabello,"['dance pop', 'pop']",Familia,International
27,spotify:track:3ZT2YK7nfPXq3xCrlWkgt7,Maya Dadon,חוץ ממך,Icon Artist Management under exclusive license to D-Music,2,19,12,80997,Maya Dadon,['israeli pop'],חוץ ממך,Israeli
28,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,6,26,42,77861,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
29,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,43,94,76732,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
30,spotify:track:1ZEsqzNBQqyC7VLRTUDopj,"Mor, Avi Aburomi",חצי שלי,2022 Avi Aburomi & Sarit Productions BY PIL LTD,30,42,3,76577,Mor,['israeli pop'],חצי שלי,Israeli
31,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,14,32,31,76432,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
32,spotify:track:4F5i9rkN4DBMysvhzzEHoh,"Eden Ben Zaken, Eden Hason",פילטרים יפים,Sarit Productions LTD / A.M Music Productions LTD under exclusive license to D-Music,15,29,19,76378,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",פילטרים יפים,Israeli
33,spotify:track:66iaD8MCoVnBtqUhuzdglT,Ran Danker,בית משוגעים,NMC United Entertainment Ltd.,1,35,58,75862,Ran Danker,"['festigal', 'israeli pop']",בית משוגעים,Israeli
34,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,25,27,17,75128,Tiësto,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",The Motto,International
35,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,36,83,74880,Marina Maximilian,['israeli pop'],ביחד,Israeli
36,spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,Atlantic Records,17,30,19,73319,Jaymes Young,['indie poptimism'],Feel Something,International
37,spotify:track:2Xr1dTzJee307rmrkt8c0g,CKay,love nwantiti (ah ah ah),Chocolate City Music,4,33,30,73236,CKay,"['afro r&b', 'afrobeats']",CKay The First,International
38,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch,Atlantic Records,33,38,12,72534,Charlie Puth,"['pop', 'viral pop']",Light Switch (Instrumental),International
39,spotify:track:5ezFz6Jwn7l40kIGAP4zmL,Eyal Golan,בזמן האחרון,Liam Productions under exclusive license to D-Music,25,25,2,72119,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",קצת שמח קצת עצוב,Israeli
40,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,41,77,71229,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
41,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,37,19,70106,Jasmin Moallem,['israeli pop'],יחפים,Israeli
42,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,39,26,68765,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",30,International
43,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,13,40,32,68424,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",The Lockdown Sessions,International
44,spotify:track:4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,50,96,67853,Avraham Tal,['israeli pop'],שבוע טוב,Israeli
45,spotify:track:6sADtPKtORAMZP3GQhOsHv,Ishay Ribo,סיבת הסיבות,2021 Ishay Ribo BY PIL LTD,8,52,59,66419,Ishay Ribo,['israeli pop'],סיבת הסיבות,Israeli
46,spotify:track:71h6sV5KytTmPARarI28wI,Raviv Kaner,רסיסים,Helicon Aroma Music Ltd.,1,56,90,65819,Raviv Kaner,['israeli pop'],רסיסים,Israeli
47,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,Jack Harlow,First Class,Generation Now/Atlantic,47,-1,1,65547,Jack Harlow,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",First Class,International
48,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,Columbia,18,44,30,65422,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
49,spotify:track:5e4PVtYVBu9BpJVhmQhIvS,Hanan Ben Ari,שמש,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,26,55,136,63694,Hanan Ben Ari,['israeli pop'],שמש,Israeli
50,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,9,47,36,63261,Doja Cat,"['dance pop', 'pop']",Planet Her,International
