rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:17Gbwxyhsj0dznw9DSruNC,"Omer Adam, ShrekDiMC",ראיתי עולם,P.A.I LTD,1,1,4,473462,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ראיתי עולם,Israeli
2,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,2,7,4,439967,סטילה,['israeli hip hop'],באמפרים,Israeli
3,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,3,5,4,423390,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
4,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,2,9,382840,Osher Cohen,['israeli mediterranean'],פלסטרים,Israeli
5,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,3,10,353215,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד,Israeli
6,spotify:track:0hdDyhwaJpNW5nsJC3qYPe,Peer Tasi,מלודי,Peer Tasi LTD under exclusive license to D-Music,6,8,4,326330,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
7,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,4,13,310397,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
8,spotify:track:6JnLTSjPA96Dgg9VCDRf1r,ילד.,למה את?,Universal Music Israel Distributed Labels,6,6,9,298745,ילד.,[],ילד.,Israeli
9,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,9,46,3,232917,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון,Israeli
10,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,10,19,228295,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,Israeli
11,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,11,13,10,214514,Sabrina Carpenter,['pop'],Espresso,International
12,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,11,13,211014,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
13,spotify:track:2Ozw7k5CLtM5W9SomrOyjw,Eden Golan,Hurricane,Session42,1,9,15,209164,Eden Golan,[],Hurricane,International
14,spotify:track:5lNB8HWmxpICQXi5Pgatz1,"Shahar Tavoch, Agam Buhbut",נאדי באדי,NMC United Entertainment Ltd.,5,12,14,205394,שחר טבוך,[],"היי, זה שחר",Israeli
15,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,15,21,183151,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades,International
16,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,16,57,2,175196,Sabrina Carpenter,['pop'],Please Please Please,International
17,spotify:track:4EN9nGt9TWutt0iDTRnXjY,Shilo Ben Saadon,כוכבים,Or Mermelstein under exclusive license to D-Music,16,16,11,174260,שילה בן סעדון,['israeli pop'],כוכבים,Israeli
18,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,18,19,12,167719,Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",Unreal Unearth: Unheard,International
19,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,20,27,160544,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר,Israeli
