rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3iJQ54fGO6CyP374UzvDJu,Anna Zak,מי זאת,ITModels under exclusive license to D-Music,1,1,5,223448,Anna Zak,['israeli pop'],מי זאת,Israeli
2,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,2,7,188538,Full Trunk,['israeli rock'],ממותה,Israeli
3,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,5,5,173855,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
4,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,4,22,168198,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
5,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,6,12,164695,Harry Styles,['pop'],Harry's House,International
6,spotify:track:63TUZWEmunvQnAdLUD61yY,"Noa Kirel, Gitit Fisher",שלושה בנות,session42,2,3,4,160263,Noa Kirel,['israeli pop'],שלושה בנות,Israeli
7,spotify:track:7DS5SpsWS7rtKeAfe9rbfn,"Nunu, Sagi Kariv, Forever Tel Aviv",Cute Boy,Neomi Aharoni Gal / Forever Tel Aviv under exclusive license to D-Music,7,18,2,138182,Nunu,['israeli hip hop'],Cute Boy,International
8,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,2,8,28,136708,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
9,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,9,27,135291,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
10,spotify:track:5dUG9RrLElsi2sxJAhVUZJ,"Agam Buhbut, הפשוטע",בשורות טובות,2022 Z.I. Productions BY PIL LTD,7,7,3,130312,Agam Buhbut,['israeli mediterranean'],בשורות טובות,Israeli
11,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,10,24,124695,Anna Zak,['israeli pop'],לך לישון,Israeli
