rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3CZdlwKHGTvfveatbfKD3q,ששון איפרם שאולוב,תמיד אוהב אותי,Mobile1 Music,1,2,8,467858,ששון איפרם שאולוב,['israeli pop'],תמיד אוהב אותי,Israeli
2,spotify:track:78FrkrO3KgizjXDObyFvzW,Static,צ'יק צ'ק,Mobile1 Music,1,1,10,450867,Static,[],צ'יק צ'ק,Israeli
3,spotify:track:1ChZJDdEU5tR4ZrLeuDh5u,Osher Cohen,לופ,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,3,9,379009,Osher Cohen,['israeli mediterranean'],לופ,Israeli
4,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,4,18,366523,סטילה,['israeli hip hop'],מגדלים,Israeli
5,spotify:track:4L5Uj4Dt6rjFL0H7hl2qHF,Omer Adam,עברנו הכל,P.A.I LTD,5,7,9,341796,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",עברנו הכל,Israeli
6,spotify:track:40i7ilG9ltStXi09E5m32E,Odeya,בן אדם,Helicon Aroma Music Ltd.,3,5,12,302668,אודיה,['israeli pop'],ילדה של אמונה,Israeli
7,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,6,25,289808,סטילה,['israeli hip hop'],באמפרים,Israeli
8,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,8,17,265106,Osher Cohen,['israeli mediterranean'],NEXT EPISODE,Israeli
9,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,7,9,13,263724,Lady Gaga,"['art pop', 'dance pop', 'pop']",Die With A Smile,International
10,spotify:track:5ppuL7dOIhd7td0YCJJuwf,Omer Adam,טקילה,P.A.I LTD,10,-1,1,255151,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
11,spotify:track:2QkVXq7dLpefWAiETsvIOs,Omer Adam,אהובתי כבר לא רואה אותי,P.A.I LTD,11,-1,1,251200,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
12,spotify:track:7AlqKFiOM5X7nJdtbwvsi6,Jasmin Moallem,דאמ,Helicon Music,3,10,14,226929,Jasmin Moallem,['israeli pop'],דאמ,Israeli
13,spotify:track:0auLq7aePfiNwd1YZNlC4S,Omer Adam,גברת אגו,P.A.I LTD,13,-1,1,223932,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
14,spotify:track:3pTsE064ZTJ1n8bP3VAm2c,Omer Adam,תהום,P.A.I LTD,14,-1,1,218123,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
15,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,12,30,206725,Osher Cohen,['israeli mediterranean'],פלסטרים,Israeli
16,spotify:track:7hBNxod1lDW2HKu9wlBUp5,Odeya,עובד בכפר,Helicon Aroma Music Ltd.,15,15,12,202171,אודיה,['israeli pop'],ילדה של אמונה,Israeli
17,spotify:track:1hLd6flq2cPLvH2Xraimbu,שירז אברהם,תסביכים קשים,Mobile1 Music,14,14,15,201746,שירז אברהם,['israeli pop'],תסביכים קשים,Israeli
18,spotify:track:0D9A15ZzO3VzLIYqOfm6QB,מ',אני חוזר,Ilay Eliyahu Mataraso under exclusive license to D-Music,9,11,22,200184,מ',[],לחזור הביתה,Israeli
19,spotify:track:37ZPaitKESRLXRkjrvJVTb,Omer Adam,נרקומן של בדידות,P.A.I LTD,19,-1,1,200150,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
20,spotify:track:77oczEZHFyfbx5GFlIrfNk,"Odeya, E-Z, LIAD MEIR",הטוב הרע ועודיה,Helicon Aroma Music Ltd.,12,13,10,188495,אודיה,['israeli pop'],ילדה של אמונה,Israeli
21,spotify:track:5vNRhkKd0yEAg8suGBpjeY,"ROSÉ, Bruno Mars",APT.,Atlantic Records,20,20,4,177782,ROSÉ,['k-pop'],APT.,International
22,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi,מה יהיה מחר,Peer Tasi LTD under exclusive license to D-Music,7,16,25,171687,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
23,spotify:track:51XDPGyuq8EgHSXwKCn8CQ,Omer Adam,שווארמה ודמעה,P.A.I LTD,23,-1,1,162651,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
24,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,1,17,25,161985,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
25,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,19,34,159338,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
26,spotify:track:0S0lWP18AryHmMcQaHOngD,Omer Adam,פינו נואר,P.A.I LTD,26,-1,1,154792,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
27,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,15,21,26,150823,Billie Eilish,"['art pop', 'pop']",HIT ME HARD AND SOFT,International
28,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,3,18,24,146709,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון,Israeli
29,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,24,31,144717,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד,Israeli
30,spotify:track:6JnLTSjPA96Dgg9VCDRf1r,ילד.,למה את?,Universal Music Israel Distributed Labels,6,25,30,139787,ילד.,[],ילד.,Israeli
31,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,31,33,21,139186,Billie Eilish,"['art pop', 'pop']",HIT ME HARD AND SOFT,International
32,spotify:track:6FbmUqAPNiQ5IXxMTNKV3u,Omer Adam,לילה,P.A.I LTD,32,-1,1,136802,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
33,spotify:track:10pnfojlZf9nHvKngPHB7k,Omer Adam,אוהבת לא אוהבת,P.A.I LTD,33,-1,1,136555,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
34,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,23,41,133454,Eden Hason,['israeli mediterranean'],צוחקת ובוכה,Israeli
35,spotify:track:2tFX3wqEPyya8k2bS8pHqW,Omer Adam,רוקנרול,P.A.I LTD,35,-1,1,132313,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
36,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,39,212,128390,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
37,spotify:track:2LdUmQdymO99riYOVCrUPK,Omer Adam,שתי טיפות,P.A.I LTD,37,-1,1,126290,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
38,spotify:track:2eauhZzDelRWx1f3PmdaxU,Itay Levi,חולה ירח,Mobile1 Music,14,22,24,124388,Itay Levi,"['israeli mediterranean', 'mizrahi']",חולה ירח,Israeli
39,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,13,31,43,122280,Teddy Swims,[],I've Tried Everything But Therapy (Part 1),International
40,spotify:track:5dDkX66Ov8pqr1l9Cyk02l,Omer Adam,מלאך של כבוד,P.A.I LTD,40,-1,1,121151,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
41,spotify:track:6Xg2Ir8Go9giAzRxW4Jaze,Hatikva 6,גיבורי על,Hatikva 6 under exclusive license to D-Music,21,27,37,120659,Hatikva 6,"['israeli hip hop', 'israeli pop']",גיבורי על,Israeli
42,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,26,40,119444,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,Israeli
43,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,28,42,119033,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades,International
44,spotify:track:0c9Sq3RDqb8sd6N9B8yM4v,Omer Adam,סולמות ונחשים,P.A.I LTD,44,-1,1,119029,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
45,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,37,63,114215,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים,Israeli
46,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,41,130,112122,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
47,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",47,57,3,111848,Gracie Abrams,['alt z'],The Secret of Us (Deluxe),International
48,spotify:track:2Nn5rAJpUi1AhPIubW6HU7,מ',בני ברק או ערק,Ilay Eliyahu Mataraso under exclusive license to D-Music,40,40,6,110469,מ',[],בני ברק או ערק,Israeli
49,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,29,52,110092,Kfir Tsafrir,['israeli trap'],פחד אלוהים,Israeli
50,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,44,152,109935,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
